last,first,middle,TITLE,ORCID,scholar
Lu,Jackson,G.,to which world regions does the valence–dominance model of social perception apply,NA,
Hehman,Eric,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Xie,Sally,Y.,to which world regions does the valence–dominance model of social perception apply,NA,
Seehuus,Martin,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Azouaghe,Soufian,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Belhaj,Abdelkarim,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Elouafa,Jamal,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Wilson,John,P.,to which world regions does the valence–dominance model of social perception apply,NA,
Kruse,Elliott,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Papadatou-Pastou,Marietta,NA,to which world regions does the valence–dominance model of social perception apply,NA,
De La Rosa-Gómez,Anabel,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Barba-Sánchez,Alan,E.,to which world regions does the valence–dominance model of social perception apply,NA,
González-Santoyo,Isaac,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Hsu,Tsuyueh,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Kung,Chun-Chia,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Wang,Hsiao-Hsin,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Freeman,Jonathan,B.,to which world regions does the valence–dominance model of social perception apply,NA,
Oh,Dong,Won,to which world regions does the valence–dominance model of social perception apply,NA,
Schei,Vidar,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Sverdrup,Therese,E.,to which world regions does the valence–dominance model of social perception apply,NA,
Cook,Corey,L.,to which world regions does the valence–dominance model of social perception apply,NA,
Chandel,Priyanka,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Kujur,Pratibha,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Parganiha,Arti,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Parveen,Noorshama,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Pati,Atanu,Kumar,to which world regions does the valence–dominance model of social perception apply,NA,
Pradhan,Sraddha,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Singh,Margaret,M.,to which world regions does the valence–dominance model of social perception apply,NA,
Pande,Babita,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Bavolar,Jozef,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Ka� már,Pavol,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Zakharov,Ilya,NA,to which world regions does the valence–dominance model of social perception apply,NA,
� lvarez-Solas,Sara,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Thirkettle,Martin,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Leonis,Trinity,NA,to which world regions does the valence–dominance model of social perception apply,NA,
Suchow,Jordan,W.,to which world regions does the valence–dominance model of social perception apply,NA,
